SquareFeet,Bedrooms,Bathrooms,YearBuilt,LotSize,GarageCars,Neighborhood,OverallQuality,HasPool,DistanceToCityCenter_km,Stories,SalePrice
3160.0,5,1.5,2003,8955.0,2.0,Suburb,1,1,2.26,1,534900.0
1146.0,5,1.5,1974,6949.0,2.0,Suburb,10,0,5.66,1,349500.0
1011.0,3,2.0,1952,6580.0,2.0,Hillview,4,0,1.22,1,296000.0
2553.0,4,2.0,1958,7002.0,2.0,Lakeside,10,0,9.41,2,731700.0
2315.0,3,2.5,2023,8094.0,1.0,Lakeside,5,0,3.27,2,656800.0
2206.0,3,2.5,1983,7468.0,2.0,Downtown,9,0,2.42,2,625300.0
2208.0,2,2.5,1992,2959.0,3.0,Lakeside,5,0,25.08,1,613400.0
1792.0,3,2.0,2023,10562.0,2.0,Suburb,3,1,12.0,1,406900.0
1217.0,2,3.0,1971,6128.0,0.0,Hillview,4,1,12.37,2,308900.0
1849.0,3,2.0,2019,7296.0,0.0,Downtown,10,0,7.82,2,567300.0
1360.0,5,2.0,1951,7777.0,3.0,Suburb,7,0,14.62,1,308600.0
2434.0,2,3.0,2015,8890.0,0.0,Suburb,1,0,11.39,2,439900.0
1704.0,2,1.5,1981,8630.0,0.0,Lakeside,6,0,7.31,1,483200.0
1263.0,2,1.5,1965,6329.0,1.0,Lakeside,8,0,25.98,1,420400.0
1591.0,5,3.5,1950,6169.0,3.0,Suburb,1,0,1.7,2,355300.0
2068.0,3,2.0,2021,7022.0,1.0,Rural,8,0,22.97,2,343200.0
1434.0,3,2.5,1997,8750.0,2.0,Lakeside,7,1,4.11,1,564500.0
1266.0,4,1.0,1999,3218.0,2.0,Downtown,1,0,6.01,1,351100.0
1958.0,4,2.5,1962,7610.0,0.0,Lakeside,9,0,1.05,3,624600.0
1959.0,3,2.0,1964,3784.0,3.0,Hillview,3,0,6.21,2,399700.0
1470.0,4,1.0,2002,10628.0,2.0,Downtown,2,0,7.56,2,430100.0
1494.0,4,2.5,1993,6918.0,2.0,Downtown,7,1,48.6,2,427400.0
1951.0,4,2.0,1957,4960.0,3.0,Suburb,3,0,29.57,2,303200.0
859.0,2,2.0,2023,7072.0,3.0,Downtown,1,0,27.15,1,304200.0
885.0,5,1.0,1995,6023.0,2.0,Suburb,10,0,3.43,1,312400.0
1333.0,3,1.5,2018,5600.0,1.0,Uptown,3,0,37.92,2,332000.0
1661.0,3,2.0,1968,1477.0,2.0,Rural,6,1,4.86,2,262400.0
2002.0,3,1.0,1987,3440.0,2.0,Downtown,3,0,15.28,1,465400.0
2759.0,1,3.5,1960,5649.0,3.0,Uptown,5,0,1.95,2,602000.0
2357.0,2,1.0,1992,1779.0,3.0,Uptown,9,0,5.64,1,567300.0
1696.0,4,2.0,1969,4532.0,1.0,Hillview,7,0,27.05,1,365200.0
1788.0,1,1.5,1969,4750.0,3.0,Downtown,2,0,23.5,1,376300.0
1148.0,3,2.0,1970,4051.0,,Uptown,1,0,9.21,2,302500.0
1788.0,3,3.5,2006,7931.0,2.0,Hillview,7,0,12.79,1,446900.0
1612.0,2,1.5,1999,3800.0,0.0,Rural,4,1,1.55,1,238400.0
2010.0,6,4.0,2023,6221.0,3.0,Suburb,7,0,10.23,2,477900.0
1262.0,2,2.0,1975,,2.0,Downtown,6,0,7.7,2,390800.0
2138.0,3,3.0,1979,5703.0,2.0,Lakeside,7,1,0.77,2,681300.0
2796.0,3,2.5,2022,10016.0,3.0,Suburb,4,0,0.96,1,504300.0
1729.0,2,3.5,1980,6449.0,2.0,Hillview,3,0,0.92,2,398600.0
2061.0,1,2.5,1991,6933.0,2.0,Lakeside,5,0,10.31,2,576200.0
2249.0,4,2.5,2017,4086.0,3.0,Suburb,3,0,1.22,1,430400.0
1539.0,6,1.5,2010,7565.0,2.0,Rural,3,0,5.04,2,298100.0
1946.0,2,1.5,2010,7460.0,3.0,Downtown,4,0,3.53,2,547600.0
1808.0,4,3.5,2019,7219.0,3.0,Suburb,8,0,6.4,1,441300.0
1863.0,4,2.0,2017,2977.0,1.0,Uptown,2,0,9.81,3,430400.0
1298.0,4,2.0,1966,4537.0,2.0,Uptown,4,0,9.23,2,368100.0
1816.0,3,3.0,1968,9584.0,1.0,Suburb,3,0,5.8,3,369200.0
2124.0,3,2.0,2000,4281.0,2.0,Lakeside,7,0,4.99,2,652700.0
2743.0,3,4.0,2019,9925.0,1.0,Suburb,2,0,4.06,1,512800.0
2424.0,4,3.0,2012,4634.0,2.0,Suburb,1,0,15.84,1,429300.0
3200.0,4,2.5,1979,6371.0,1.0,Suburb,10,0,3.21,2,598200.0
1301.0,2,3.5,1974,5532.0,1.0,Suburb,1,0,2.4,3,337500.0
2367.0,3,1.0,2020,3888.0,1.0,Hillview,6,0,10.88,2,460900.0
1919.0,5,2.0,1975,3924.0,,Uptown,3,1,3.57,2,433000.0
3223.0,4,2.0,2005,4239.0,2.0,Rural,7,0,15.02,1,414900.0
1275.0,6,2.0,1971,6370.0,1.0,Rural,8,0,3.18,2,288400.0
1254.0,4,3.0,1968,8226.0,1.0,Downtown,5,0,9.68,3,384300.0
1410.0,3,3.5,1980,6208.0,0.0,Suburb,5,0,0.5,2,300000.0
419.0,3,2.0,1975,,2.0,Uptown,2,0,3.9,3,209800.0
1458.0,4,2.0,1991,9026.0,2.0,Hillview,8,1,3.36,2,474300.0
1307.0,2,4.0,1990,6103.0,1.0,Lakeside,10,1,13.57,2,545500.0
1898.0,3,2.0,1972,4643.0,2.0,Suburb,1,0,27.3,2,291000.0
2022.0,4,2.0,1996,3506.0,2.0,Suburb,10,0,4.94,3,470000.0
3020.0,2,2.0,1962,9176.0,1.0,Downtown,9,0,13.94,2,743000.0
2418.0,4,3.5,2015,5177.0,2.0,Downtown,1,0,9.62,1,583400.0
1425.0,3,2.5,2015,4554.0,1.0,Suburb,1,0,27.38,2,283500.0
1216.0,6,3.0,1965,4337.0,2.0,Rural,1,1,13.33,2,222900.0
2120.0,1,3.0,2022,9035.0,0.0,Suburb,7,1,0.65,1,466000.0
942.0,3,2.0,1977,4568.0,3.0,Uptown,4,1,9.99,2,314800.0
2990.0,4,2.0,1984,8476.0,0.0,Uptown,7,0,6.13,1,647200.0
2567.0,3,3.0,1990,5424.0,2.0,Suburb,5,0,0.5,2,498800.0
1495.0,4,2.0,1980,2979.0,3.0,Lakeside,7,0,2.32,2,537100.0
686.0,4,3.0,1981,5169.0,0.0,Suburb,10,0,20.38,2,238700.0
2680.0,2,3.5,2003,5918.0,2.0,Rural,7,0,20.84,2,346800.0
1726.0,3,2.5,2021,5712.0,,Lakeside,4,0,12.83,1,507200.0
2605.0,3,3.0,2008,5650.0,2.0,Rural,2,0,32.04,3,332600.0
764.0,3,3.0,1990,5195.0,1.0,Hillview,8,0,13.14,1,304300.0
1410.0,5,3.0,2015,4037.0,0.0,Downtown,2,0,0.5,1,418700.0
1803.0,4,2.0,2003,6027.0,2.0,Rural,9,0,2.72,2,328100.0
1831.0,4,1.0,1989,7352.0,2.0,Rural,5,0,0.5,2,305500.0
1507.0,4,2.0,1977,2344.0,2.0,Uptown,9,0,0.79,1,454100.0
2205.0,3,2.5,1986,9248.0,1.0,Lakeside,9,0,1.98,3,680400.0
1106.0,5,2.0,2014,500.0,1.0,Uptown,8,0,5.6,2,381600.0
1707.0,4,3.0,2023,6188.0,2.0,Lakeside,8,0,15.05,3,586900.0
1878.0,4,2.0,2004,,2.0,Suburb,4,0,15.84,2,413200.0
2134.0,5,2.5,1953,4492.0,1.0,Suburb,4,0,7.66,2,404400.0
2263.0,3,1.5,1959,685.0,1.0,Uptown,2,0,21.07,2,380000.0
1069.0,4,3.0,1996,5758.0,1.0,Rural,4,1,5.55,1,250800.0
803.0,2,2.5,1963,6424.0,1.0,Hillview,4,1,17.59,2,260500.0
2630.0,3,2.0,1987,3128.0,1.0,Downtown,6,0,4.84,2,652900.0
2016.0,3,2.0,1961,3925.0,,Suburb,3,0,2.6,1,345000.0
1313.0,6,3.0,1994,8407.0,2.0,Rural,2,0,19.85,1,227900.0
2808.0,5,2.0,1966,6294.0,2.0,Lakeside,8,0,3.93,1,748300.0
1875.0,4,2.0,1984,2228.0,1.0,Hillview,2,0,5.6,2,416500.0
2567.0,4,4.0,2015,7125.0,1.0,Suburb,8,1,3.19,2,544100.0
1844.0,3,3.0,1990,3674.0,1.0,Downtown,7,0,8.7,2,513200.0
3139.0,5,4.0,2016,4063.0,2.0,Suburb,3,1,42.44,3,528300.0
2941.0,3,2.0,1978,6494.0,3.0,Suburb,6,0,0.5,2,523900.0
1638.0,3,2.0,1967,6261.0,2.0,Hillview,6,0,18.41,3,405000.0
2432.0,2,3.5,1969,4993.0,2.0,Suburb,10,0,0.5,1,499700.0
2219.0,4,2.5,1963,,2.0,Suburb,5,0,3.62,1,442900.0
2690.0,4,3.0,1983,5373.0,1.0,Suburb,8,0,1.48,2,526800.0
1173.0,3,2.0,1998,4049.0,0.0,Suburb,5,0,11.33,2,274100.0
2246.0,1,2.0,2003,8723.0,2.0,Lakeside,7,0,0.5,2,636000.0
2488.0,4,1.5,1980,2077.0,1.0,Downtown,6,0,6.45,2,628200.0
657.0,1,2.0,2007,5398.0,2.0,Suburb,7,0,2.8,1,264000.0
1031.0,4,1.0,1991,2351.0,2.0,Hillview,9,0,1.15,2,360400.0
474.0,6,1.0,2007,8340.0,2.0,Downtown,3,0,11.82,2,311200.0
1625.0,3,4.0,1979,5394.0,1.0,Uptown,10,0,1.96,1,478400.0
2266.0,2,2.0,1974,3358.0,2.0,Suburb,7,0,2.03,2,434300.0
2777.0,4,2.5,2012,7713.0,2.0,Rural,10,1,2.57,3,462300.0
1848.0,4,3.0,1968,500.0,2.0,Downtown,3,0,7.07,2,494600.0
2859.0,3,2.5,2021,6702.0,2.0,Suburb,2,0,8.62,2,498200.0
903.0,6,1.5,1957,8878.0,3.0,Rural,7,0,0.5,1,264200.0
693.0,2,3.0,1952,6449.0,0.0,Suburb,4,1,2.22,1,230400.0
1764.0,3,2.5,2016,4734.0,2.0,Rural,1,0,4.51,2,287400.0
2050.0,4,3.0,1966,2895.0,1.0,Suburb,6,0,3.23,2,412400.0
1779.0,5,3.0,1963,8706.0,1.0,Uptown,6,0,17.25,1,448600.0
456.0,2,4.0,1958,,3.0,Hillview,6,0,12.4,1,264700.0
1742.0,4,2.5,2011,4387.0,3.0,Downtown,2,0,7.87,3,511700.0
952.0,3,2.0,1970,4453.0,1.0,Suburb,1,0,3.3,2,224900.0
2235.0,3,2.5,1986,8967.0,0.0,Lakeside,3,0,9.65,2,569900.0
2038.0,2,1.0,1960,7329.0,1.0,Uptown,2,0,14.84,1,406700.0
1189.0,5,3.5,1969,1534.0,2.0,Downtown,6,1,7.23,1,431400.0
1466.0,2,1.5,1984,5511.0,1.0,Suburb,6,1,12.28,1,335700.0
1112.0,3,2.0,2002,5419.0,0.0,Suburb,5,0,11.06,2,256700.0
1759.0,3,3.0,1996,6619.0,0.0,Downtown,10,0,6.78,1,542000.0
2421.0,5,2.5,2001,6015.0,2.0,Hillview,10,0,2.99,2,583300.0
1159.0,4,2.0,1957,4718.0,3.0,Lakeside,5,0,10.96,3,431800.0
2128.0,4,2.0,1953,6446.0,1.0,Uptown,9,0,1.85,1,525900.0
1455.0,3,3.5,1976,4881.0,2.0,Suburb,5,1,12.09,2,339200.0
1285.0,4,2.0,1993,14535.0,1.0,Downtown,10,0,13.06,2,529800.0
1730.0,3,3.5,1989,6307.0,2.0,Lakeside,6,0,13.81,3,565700.0
1127.0,4,1.0,1996,5963.0,2.0,Downtown,4,0,5.12,2,388200.0
1440.0,5,3.0,1993,10607.0,1.0,Suburb,10,0,1.71,1,411200.0
1021.0,1,3.0,1997,2589.0,1.0,Suburb,1,0,0.84,1,216800.0
3077.0,4,1.5,2001,5725.0,2.0,Rural,4,0,10.88,2,410200.0
1823.0,2,2.0,2017,3626.0,0.0,Suburb,2,0,17.39,2,309700.0
1345.0,3,1.5,1960,7588.0,2.0,Suburb,10,0,8.42,1,372600.0
1939.0,3,3.0,2022,4764.0,1.0,Lakeside,3,0,1.25,2,560000.0
1727.0,3,2.5,1953,7450.0,1.0,Uptown,7,0,21.85,2,425700.0
1656.0,3,2.5,2022,7270.0,2.0,Downtown,7,1,36.15,1,509100.0
2199.0,4,1.5,1997,7951.0,2.0,Uptown,1,1,4.54,2,495700.0
2292.0,3,2.0,1975,7311.0,2.0,Suburb,8,0,7.23,1,464100.0
1455.0,4,1.0,1988,5440.0,0.0,Suburb,7,0,12.01,2,337700.0
1426.0,3,2.0,2007,2506.0,2.0,Uptown,1,1,10.67,2,371200.0
1621.0,2,2.5,1968,8523.0,2.0,Suburb,8,0,27.48,1,326000.0
400.0,4,3.5,2007,9523.0,2.0,Suburb,2,0,0.98,2,209800.0
815.0,3,2.5,1977,3655.0,2.0,Uptown,8,0,6.95,2,307700.0
2688.0,3,2.0,2015,7840.0,0.0,Hillview,3,0,9.42,3,509600.0
2869.0,4,4.0,1959,3074.0,2.0,Rural,10,0,17.67,1,441400.0
1638.0,3,3.0,2007,6509.0,2.0,Downtown,7,0,16.58,2,515700.0
2175.0,2,3.5,2022,7024.0,1.0,Suburb,6,1,30.53,2,474300.0
2002.0,3,2.5,1963,4934.0,2.0,Suburb,5,0,5.74,2,388100.0
3801.0,5,2.0,1964,6238.0,1.0,Suburb,10,0,14.21,2,649700.0
2528.0,4,1.0,1982,8121.0,1.0,Suburb,2,0,4.46,1,435100.0
1717.0,4,3.0,1966,5726.0,3.0,Uptown,2,0,4.39,1,414700.0
1179.0,4,1.5,1973,4312.0,1.0,Downtown,1,1,2.34,2,362000.0
756.0,2,2.0,1979,2941.0,1.0,Suburb,9,1,13.64,1,227000.0
1932.0,3,2.5,2011,5023.0,2.0,Rural,8,0,34.04,3,285200.0
1308.0,4,2.5,1962,3063.0,3.0,Suburb,8,1,2.37,2,330000.0
876.0,2,2.5,2011,5057.0,3.0,Hillview,1,0,0.5,2,285000.0
1380.0,3,1.5,1996,4837.0,2.0,Suburb,5,0,13.52,2,284300.0
1097.0,3,2.0,1965,8010.0,0.0,Lakeside,6,0,7.75,2,426900.0
2897.0,3,2.5,2015,6184.0,3.0,Lakeside,2,0,25.69,2,705100.0
2373.0,6,4.0,1992,12368.0,2.0,Lakeside,10,1,2.33,1,846800.0
1795.0,2,3.0,1957,966.0,1.0,Downtown,5,0,0.59,1,450200.0
2762.0,3,3.5,1952,6783.0,2.0,Hillview,6,0,5.43,1,526800.0
1850.0,2,3.0,1961,4871.0,,Downtown,9,0,0.71,2,536800.0
1240.0,6,2.5,1965,3610.0,0.0,Downtown,10,0,2.43,2,496000.0
2790.0,2,1.5,2008,5926.0,2.0,Suburb,1,0,1.08,1,492400.0
2150.0,3,2.5,1998,5738.0,2.0,Downtown,10,0,2.03,2,651500.0
1126.0,4,2.5,2012,8695.0,1.0,Downtown,3,0,0.9,1,386900.0
1676.0,4,2.5,2011,6228.0,1.0,Suburb,9,0,24.62,3,378300.0
1231.0,3,2.0,1998,4268.0,2.0,Suburb,1,0,2.61,1,242600.0
901.0,3,2.5,2000,6836.0,1.0,Uptown,1,0,4.69,2,284500.0
2402.0,3,2.0,1982,5426.0,1.0,Downtown,1,0,18.31,2,512800.0
3041.0,3,2.5,1979,3186.0,2.0,Rural,7,0,9.05,2,395100.0
891.0,2,1.5,2008,5379.0,3.0,Hillview,5,0,7.7,1,266500.0
2166.0,3,3.0,1964,6577.0,2.0,Suburb,6,0,9.78,3,406800.0
1377.0,3,1.5,1972,6181.0,2.0,Uptown,8,0,14.12,1,389100.0
1483.0,3,1.0,1994,6826.0,2.0,Hillview,2,0,16.81,2,326900.0
1415.0,4,2.0,2011,4684.0,2.0,Downtown,2,0,8.23,3,407300.0
1238.0,6,2.5,2020,6794.0,1.0,Suburb,3,0,17.66,2,324300.0
1832.0,4,2.0,1964,6300.0,3.0,Lakeside,3,0,6.13,2,543900.0
1260.0,2,2.0,1995,6321.0,2.0,Hillview,3,0,2.6,3,283100.0
1976.0,2,2.5,2013,6081.0,0.0,Uptown,4,0,16.97,2,471800.0
1767.0,6,2.0,1995,11440.0,1.0,Downtown,3,0,6.24,1,531500.0
1645.0,3,3.5,2005,8775.0,2.0,Hillview,2,0,18.93,2,399500.0
1210.0,2,3.5,1993,6738.0,0.0,Downtown,9,0,0.5,1,443700.0
1425.0,3,2.5,1978,3999.0,1.0,Suburb,6,0,4.05,1,338300.0
2291.0,4,2.0,2011,5269.0,2.0,Suburb,3,0,23.62,2,427100.0
2126.0,4,3.0,2001,10039.0,3.0,Suburb,9,1,2.3,2,502200.0
1165.0,3,1.0,2003,4593.0,2.0,Lakeside,4,1,22.71,1,406700.0
1865.0,1,2.0,2006,5586.0,1.0,Lakeside,4,1,24.62,2,505000.0
2288.0,6,2.0,2015,5446.0,0.0,Uptown,8,0,17.11,1,545500.0
715.0,3,3.5,1971,6920.0,2.0,Downtown,7,0,6.63,3,370600.0
2153.0,4,1.0,1969,4908.0,0.0,Rural,7,0,8.33,3,306500.0
1369.0,4,2.5,1982,6442.0,2.0,Uptown,10,0,16.3,3,439800.0
2171.0,4,3.0,2021,4964.0,1.0,Suburb,7,0,11.97,2,441300.0
1304.0,3,2.0,1974,9286.0,3.0,Hillview,10,0,7.96,1,406100.0
627.0,3,1.0,1995,4284.0,2.0,Lakeside,5,0,32.26,2,282500.0
742.0,3,4.0,2022,8444.0,1.0,Uptown,7,0,9.26,1,360500.0
1831.0,5,2.5,2006,4537.0,3.0,Downtown,4,1,29.67,1,490300.0
1969.0,5,2.5,1954,3866.0,1.0,Uptown,8,0,0.5,2,492600.0
1212.0,2,2.0,2004,,1.0,Hillview,9,0,1.2,1,346400.0
2215.0,2,2.0,2010,1721.0,2.0,Suburb,3,1,4.8,3,447400.0
720.0,5,2.0,1957,7096.0,1.0,Lakeside,7,0,3.89,3,387100.0
1757.0,4,1.0,1965,3090.0,2.0,Suburb,10,1,12.21,1,387900.0
1013.0,5,1.5,1997,5105.0,1.0,Rural,9,0,1.4,2,234200.0
1376.0,2,3.0,2010,7904.0,1.0,Uptown,1,0,29.87,2,324100.0
1831.0,3,2.0,1964,7823.0,0.0,Uptown,2,0,3.03,2,413800.0
1241.0,4,1.5,2014,2421.0,2.0,Lakeside,7,0,4.48,2,446700.0
1550.0,4,2.5,1971,6776.0,2.0,Suburb,2,0,2.57,1,328900.0
2454.0,3,3.0,1952,8851.0,1.0,Suburb,7,0,6.93,2,455600.0
1425.0,1,1.0,2003,4408.0,1.0,Uptown,1,0,0.5,2,328300.0
2343.0,3,2.5,1963,7284.0,3.0,Downtown,3,0,1.3,3,601600.0
1066.0,3,1.5,1985,3142.0,3.0,Suburb,5,0,10.96,1,254200.0
2144.0,3,1.0,2016,6964.0,2.0,Downtown,6,0,1.65,1,556100.0
2737.0,6,1.0,1959,6328.0,2.0,Downtown,9,0,2.15,2,703700.0
400.0,3,3.0,1998,7653.0,2.0,Uptown,9,0,12.6,2,330200.0
1282.0,4,1.5,2014,7498.0,1.0,Uptown,3,0,0.78,2,389900.0
2175.0,2,1.0,2006,2616.0,0.0,Downtown,8,0,4.6,2,549800.0
1668.0,4,2.0,1976,6341.0,1.0,Suburb,4,0,0.5,2,340200.0
2041.0,6,3.0,1954,9632.0,2.0,Downtown,7,1,3.41,2,622700.0
1407.0,2,2.0,2020,537.0,2.0,Suburb,6,0,9.6,1,295600.0
1856.0,1,2.0,2006,8417.0,2.0,Downtown,8,1,0.76,2,593400.0
1699.0,3,1.0,1964,10004.0,1.0,Suburb,6,0,17.54,1,351300.0
2559.0,2,2.0,1979,2288.0,2.0,Uptown,4,0,19.22,1,487900.0
1965.0,4,2.5,1969,4323.0,2.0,Uptown,2,0,0.89,3,442400.0
2019.0,5,2.5,1986,7294.0,3.0,Suburb,7,0,37.45,1,395700.0
1532.0,3,2.0,1952,3785.0,0.0,Uptown,4,0,2.83,3,354100.0
1483.0,3,2.0,2022,9411.0,2.0,Hillview,9,0,0.7,1,428300.0
1519.0,3,1.5,1990,8647.0,0.0,Suburb,9,0,0.5,1,364800.0
2056.0,4,2.0,1988,2538.0,2.0,Suburb,7,0,4.2,2,436400.0
1526.0,1,1.0,1975,4142.0,2.0,Rural,5,0,7.95,2,236200.0
1988.0,3,3.0,1951,7925.0,1.0,Suburb,3,0,3.23,2,358900.0
3149.0,4,4.0,1972,7827.0,2.0,Uptown,3,0,14.5,2,647100.0
2366.0,4,4.0,1972,11546.0,0.0,Lakeside,9,0,10.09,1,730000.0
1588.0,2,3.5,1965,3800.0,2.0,Suburb,9,1,3.45,3,381400.0
2581.0,4,2.5,1958,9648.0,1.0,Uptown,4,0,10.6,1,544900.0
1535.0,2,3.0,1962,3715.0,2.0,Uptown,1,0,22.57,2,346200.0
475.0,2,2.0,1977,7251.0,3.0,Downtown,10,0,0.78,2,351100.0
1145.0,5,2.5,1976,8231.0,1.0,Downtown,5,0,2.92,2,388400.0
584.0,4,2.0,2000,500.0,2.0,Lakeside,8,0,4.98,2,322400.0
1572.0,1,2.0,2013,8278.0,2.0,Hillview,10,0,5.51,1,436100.0
1812.0,2,3.0,2001,9461.0,1.0,Lakeside,4,0,6.25,3,558500.0
2890.0,2,2.0,1987,8740.0,2.0,Hillview,10,0,2.86,1,607400.0
2013.0,3,2.0,2014,11133.0,2.0,Suburb,10,0,8.8,1,474200.0
1658.0,2,3.5,1967,8413.0,3.0,Suburb,4,0,8.29,2,332100.0
2339.0,2,1.0,2012,4657.0,3.0,Suburb,9,0,6.9,1,449800.0
400.0,3,2.0,2000,9098.0,2.0,Downtown,9,1,0.97,1,377700.0
1953.0,4,3.5,1958,4515.0,2.0,Lakeside,7,1,5.18,2,640600.0
2301.0,4,2.5,1962,6206.0,2.0,Hillview,10,0,3.52,2,527200.0
839.0,4,2.5,1989,8079.0,2.0,Lakeside,8,0,5.4,1,413500.0
2543.0,2,2.0,2004,7120.0,1.0,Rural,4,0,20.39,2,330900.0
2020.0,6,2.0,1992,9378.0,2.0,Suburb,8,0,5.24,2,465200.0
1530.0,4,3.5,1993,12222.0,2.0,Downtown,6,0,0.5,2,526600.0
2211.0,4,2.5,2017,3157.0,2.0,Suburb,3,1,4.62,3,410000.0
3276.0,4,2.5,1982,5179.0,2.0,Uptown,7,0,13.75,2,692100.0
1918.0,5,1.0,1973,6791.0,1.0,Suburb,3,0,12.12,2,343400.0
1961.0,3,1.0,1985,4842.0,3.0,Hillview,7,1,5.76,2,461400.0
1501.0,2,4.0,1959,5811.0,2.0,Lakeside,5,0,2.3,1,494700.0
1248.0,4,2.0,1969,7940.0,2.0,Downtown,4,1,5.01,2,410100.0
2340.0,4,2.5,1961,7607.0,0.0,Downtown,3,0,6.64,3,568000.0
1244.0,4,1.0,2011,6618.0,1.0,Uptown,8,1,50.0,2,342900.0
1847.0,3,2.5,1967,6369.0,2.0,Suburb,4,0,8.27,1,333400.0
1490.0,2,3.5,2012,5440.0,3.0,Lakeside,8,0,9.48,2,531600.0
2111.0,3,2.5,1974,9511.0,1.0,Rural,10,0,5.41,2,344500.0
2017.0,5,1.5,1961,10158.0,0.0,Suburb,3,0,3.5,2,408500.0
2474.0,3,2.5,1970,8547.0,1.0,Suburb,10,0,13.41,2,489200.0
1468.0,3,3.0,1974,3127.0,0.0,Suburb,9,1,5.46,2,400100.0
1625.0,3,2.0,1960,5344.0,1.0,Lakeside,6,0,41.91,1,449100.0
1164.0,3,3.5,2013,6499.0,2.0,Downtown,5,0,4.89,3,461300.0
1511.0,5,2.5,2022,3648.0,3.0,Lakeside,5,0,0.56,2,586000.0
2045.0,4,3.5,1999,6198.0,0.0,Uptown,3,0,9.18,1,500900.0
2292.0,4,2.5,2011,6056.0,2.0,Uptown,2,0,0.5,1,542100.0
1201.0,3,1.5,1998,8710.0,1.0,Downtown,6,0,2.31,3,397400.0
2365.0,4,2.0,1963,4754.0,1.0,Uptown,1,1,3.49,2,485800.0
2681.0,2,2.0,1950,8908.0,1.0,Rural,7,0,10.76,2,337400.0
2069.0,4,3.5,1974,3607.0,2.0,Rural,5,0,5.45,1,332000.0
3020.0,3,3.0,2008,3955.0,0.0,Lakeside,4,0,0.5,1,742200.0
1297.0,3,2.5,2021,5052.0,2.0,Rural,9,0,7.67,1,303900.0
991.0,4,2.0,2018,6120.0,1.0,Lakeside,10,0,4.24,2,495100.0
644.0,5,1.5,1954,500.0,1.0,Suburb,1,0,20.39,2,150800.0
2772.0,2,3.0,1968,7148.0,1.0,Lakeside,4,0,5.54,2,678200.0
2225.0,4,2.0,1972,10273.0,3.0,Downtown,3,0,9.87,2,566300.0
1764.0,3,2.0,1958,7628.0,2.0,Lakeside,6,0,1.98,1,540200.0
1982.0,3,2.5,1999,,3.0,Hillview,5,0,11.45,1,441000.0
1068.0,1,1.0,1965,,1.0,Suburb,7,0,10.21,1,231900.0
3390.0,3,2.0,1982,1467.0,1.0,Rural,1,0,18.75,1,357000.0
1884.0,3,2.0,1951,,1.0,Uptown,5,1,0.5,1,469200.0
1871.0,2,1.5,1963,5673.0,0.0,Downtown,2,0,4.75,2,461700.0
2272.0,3,4.0,1950,11267.0,2.0,Suburb,2,0,9.09,2,412100.0
2113.0,5,2.0,2007,500.0,1.0,Suburb,2,0,0.8,2,407900.0
1946.0,2,1.5,1965,7751.0,1.0,Lakeside,9,0,4.23,2,568300.0
1286.0,4,2.0,1996,4306.0,2.0,Lakeside,10,0,22.8,2,492700.0
2106.0,3,3.0,1993,5161.0,,Uptown,3,0,4.58,2,467900.0
3023.0,4,2.0,1963,3656.0,3.0,Uptown,4,0,33.82,1,581900.0
2675.0,3,2.5,1973,2581.0,1.0,Uptown,5,1,0.5,3,591500.0
2836.0,2,1.0,2004,6314.0,2.0,Suburb,4,1,10.12,1,496300.0
1468.0,2,1.0,1964,6657.0,1.0,Suburb,4,0,6.96,1,298800.0
1157.0,2,2.0,2021,7671.0,3.0,Rural,5,0,5.55,1,219600.0
1718.0,2,3.0,1983,1787.0,2.0,Hillview,10,1,28.28,3,423300.0
1836.0,4,3.5,1951,8185.0,2.0,Uptown,9,0,1.11,3,533700.0
2511.0,5,1.0,1976,8230.0,1.0,Rural,9,0,18.11,2,352500.0
700.0,4,2.5,2023,7061.0,2.0,Lakeside,6,1,9.4,2,431000.0
2794.0,4,3.5,2021,4948.0,1.0,Suburb,3,1,2.4,2,512300.0
1697.0,2,2.0,1972,6771.0,2.0,Uptown,6,0,18.56,3,438800.0
1523.0,3,3.0,2017,5599.0,3.0,Suburb,10,0,4.49,2,436600.0
1142.0,3,1.5,1963,8421.0,3.0,Suburb,4,0,13.47,3,298900.0
724.0,2,3.5,2012,5084.0,2.0,Uptown,3,1,3.94,1,323100.0
2335.0,3,3.0,2014,6270.0,2.0,Uptown,6,1,15.23,1,547600.0
1848.0,3,3.5,2017,1654.0,0.0,Suburb,6,0,8.1,2,382900.0
962.0,3,2.5,2012,6763.0,2.0,Rural,2,0,1.22,1,188600.0
958.0,3,2.0,2013,4126.0,2.0,Uptown,9,0,8.39,3,375500.0
1582.0,4,3.5,1981,7281.0,2.0,Lakeside,8,0,1.7,2,607900.0
2885.0,4,2.0,1962,7971.0,3.0,Lakeside,6,0,4.25,3,737700.0
1631.0,3,2.0,2015,4475.0,2.0,Suburb,1,0,1.49,1,317400.0
823.0,5,3.0,1968,6078.0,1.0,Hillview,2,0,0.5,2,265000.0
1640.0,6,3.0,1973,,2.0,Uptown,4,0,1.9,2,432700.0
1623.0,3,3.5,1960,6920.0,0.0,Lakeside,7,0,6.15,2,530200.0
400.0,3,2.0,2008,7975.0,2.0,Uptown,9,0,5.26,2,304200.0
1765.0,3,3.0,1964,7648.0,2.0,Suburb,10,0,5.57,3,444100.0
